deaths,cases,Country,Date
,1,United Kingdom,30/04/15
0,1,Spain,30/04/15
,1,United Kingdom,01/05/15
1,4,United States of America,01/05/15
,3151,Liberia,01/05/15
0,1,Senegal,01/05/15
7,19,Nigeria,01/05/15
1968,3161,Guinea,01/05/15
,7,Mali,01/05/15
0,1,Spain,01/05/15
3535,8590,Sierra Leone,01/05/15
,7,Mali,04/05/15
,3151,Liberia,04/05/15
1,4,United States of America,04/05/15
3536,8592,Sierra Leone,04/05/15
0,1,Senegal,04/05/15
1970,3163,Guinea,04/05/15
,1,United Kingdom,04/05/15
0,1,Spain,04/05/15
7,19,Nigeria,04/05/15
0,1,Spain,05/05/15
1971,3167,Guinea,05/05/15
7,19,Nigeria,05/05/15
3537,8595,Sierra Leone,05/05/15
0,1,Senegal,05/05/15
1,4,United States of America,05/05/15
,1,United Kingdom,05/05/15
,3151,Liberia,05/05/15
,7,Mali,05/05/15
,3151,Liberia,06/05/15
,7,Mali,06/05/15
,1,United Kingdom,06/05/15
7,19,Nigeria,06/05/15
0,1,Senegal,06/05/15
1,4,United States of America,06/05/15
0,1,Spain,06/05/15
3537,8595,Sierra Leone,06/05/15
1971,3167,Guinea,06/05/15
7,19,Nigeria,07/05/15
1,4,United States of America,07/05/15
,1,United Kingdom,07/05/15
0,1,Senegal,07/05/15
,3151,Liberia,07/05/15
0,1,Spain,07/05/15
,7,Mali,07/05/15
3538,8597,Sierra Leone,07/05/15
1972,3170,Guinea,07/05/15
1,4,United States of America,08/05/15
0,1,Spain,08/05/15
3538,8597,Sierra Leone,08/05/15
0,1,Senegal,08/05/15
1972,3170,Guinea,08/05/15
,7,Mali,08/05/15
7,19,Nigeria,08/05/15
,1,United Kingdom,08/05/15
,3151,Liberia,08/05/15
,1,United Kingdom,11/05/15
3538,8597,Sierra Leone,11/05/15
0,1,Senegal,11/05/15
1,4,United States of America,11/05/15
7,19,Nigeria,11/05/15
0,1,Spain,11/05/15
1976,3173,Guinea,11/05/15
,7,Mali,11/05/15
,3151,Liberia,11/05/15
7,19,Nigeria,12/05/15
3538,8597,Sierra Leone,12/05/15
0,1,Spain,12/05/15
1977,3174,Guinea,12/05/15
1,4,United States of America,12/05/15
0,1,Senegal,12/05/15
,3151,Liberia,12/05/15
,7,Mali,12/05/15
,1,United Kingdom,12/05/15
0,1,Senegal,13/05/15
,1,United Kingdom,13/05/15
1,4,United States of America,13/05/15
,3151,Liberia,13/05/15
1976,3173,Guinea,13/05/15
,7,Mali,13/05/15
3538,8597,Sierra Leone,13/05/15
7,19,Nigeria,13/05/15
0,1,Spain,13/05/15
7,19,Nigeria,14/05/15
0,1,Senegal,14/05/15
,7,Mali,14/05/15
,1,United Kingdom,14/05/15
1,4,United States of America,14/05/15
1980,3187,Guinea,14/05/15
,1,Italy,14/05/15
3538,8597,Sierra Leone,14/05/15
0,1,Spain,14/05/15
,3151,Liberia,14/05/15
0,1,Spain,15/05/15
1,4,United States of America,15/05/15
,1,United Kingdom,15/05/15
1982,3189,Guinea,15/05/15
0,1,Senegal,15/05/15
,3151,Liberia,15/05/15
,7,Mali,15/05/15
3538,8598,Sierra Leone,15/05/15
7,19,Nigeria,15/05/15
0,1,Italy,15/05/15
7,19,Nigeria,18/05/15
,1,Italy,18/05/15
1986,3195,Guinea,18/05/15
,1,United Kingdom,18/05/15
,3151,Liberia,18/05/15
0,1,Spain,18/05/15
,7,Mali,18/05/15
1,4,United States of America,18/05/15
0,1,Senegal,18/05/15
3540,8603,Sierra Leone,18/05/15
,1,Italy,19/05/15
3541,8605,Sierra Leone,19/05/15
0,1,Spain,19/05/15
1988,3201,Guinea,19/05/15
,3151,Liberia,19/05/15
0,1,Senegal,19/05/15
7,19,Nigeria,19/05/15
,1,United Kingdom,19/05/15
1,4,United States of America,19/05/15
,7,Mali,19/05/15
7,19,Nigeria,20/05/15
,1,United Kingdom,20/05/15
3541,8605,Sierra Leone,20/05/15
1988,3201,Guinea,20/05/15
0,1,Spain,20/05/15
1,4,United States of America,20/05/15
0,1,Senegal,20/05/15
,1,Italy,20/05/15
,7,Mali,20/05/15
,3151,Liberia,20/05/15
,3151,Liberia,21/05/15
1990,3204,Guinea,21/05/15
0,1,Spain,21/05/15
,1,Italy,21/05/15
,7,Mali,21/05/15
7,19,Nigeria,21/05/15
,1,United Kingdom,21/05/15
3541,8607,Sierra Leone,21/05/15
1,4,United States of America,21/05/15
0,1,Senegal,21/05/15
,3151,Liberia,22/05/15
3541,8608,Sierra Leone,22/05/15
1993,3205,Guinea,22/05/15
0,1,Spain,22/05/15
0,1,Senegal,22/05/15
,1,United Kingdom,22/05/15
,7,Mali,22/05/15
7,19,Nigeria,22/05/15
1,4,United States of America,22/05/15
,1,Italy,22/05/15
,3151,Liberia,25/05/15
1999,3208,Guinea,25/05/15
1,4,United States of America,25/05/15
,1,Italy,25/05/15
0,1,Senegal,25/05/15
7,19,Nigeria,25/05/15
3542,8608,Sierra Leone,25/05/15
,1,United Kingdom,25/05/15
0,1,Spain,25/05/15
,7,Mali,25/05/15
,1,Italy,26/05/15
,1,United Kingdom,26/05/15
0,1,Senegal,26/05/15
1,4,United States of America,26/05/15
3542,8608,Sierra Leone,26/05/15
2001,3210,Guinea,26/05/15
,3151,Liberia,26/05/15
7,19,Nigeria,26/05/15
0,1,Spain,26/05/15
,7,Mali,26/05/15
,7,Mali,27/05/15
,1,United Kingdom,27/05/15
,1,Italy,27/05/15
2001,3210,Guinea,27/05/15
,3151,Liberia,27/05/15
0,1,Spain,27/05/15
0,1,Senegal,27/05/15
1,4,United States of America,27/05/15
7,19,Nigeria,27/05/15
3542,8608,Sierra Leone,27/05/15
,1,Italy,28/05/15
,1,United Kingdom,28/05/15
0,1,Spain,28/05/15
1,4,United States of America,28/05/15
2004,3214,Guinea,28/05/15
3545,8611,Sierra Leone,28/05/15
7,19,Nigeria,28/05/15
,3151,Liberia,28/05/15
0,1,Senegal,28/05/15
,7,Mali,28/05/15
,7,Mali,29/05/15
1,4,United States of America,29/05/15
7,19,Nigeria,29/05/15
,1,United Kingdom,29/05/15
,1,Italy,29/05/15
2006,3216,Guinea,29/05/15
,3151,Liberia,29/05/15
0,1,Spain,29/05/15
3545,8614,Sierra Leone,29/05/15
0,1,Senegal,29/05/15
,7,Mali,01/06/15
3545,8618,Sierra Leone,01/06/15
,3151,Liberia,01/06/15
0,1,Senegal,01/06/15
1,4,United States of America,01/06/15
2009,3220,Guinea,01/06/15
7,19,Nigeria,01/06/15
,1,United Kingdom,01/06/15
,1,Italy,01/06/15
0,1,Spain,01/06/15
2010,3223,Guinea,02/06/15
,1,United Kingdom,02/06/15
1,4,United States of America,02/06/15
3546,8620,Sierra Leone,02/06/15
,1,Italy,02/06/15
,3151,Liberia,02/06/15
0,1,Spain,02/06/15
0,1,Senegal,02/06/15
7,19,Nigeria,02/06/15
,7,Mali,02/06/15
0,1,Spain,03/06/15
,1,United Kingdom,03/06/15
,1,Italy,03/06/15
3546,8620,Sierra Leone,03/06/15
,3151,Liberia,03/06/15
1,4,United States of America,03/06/15
,7,Mali,03/06/15
0,1,Senegal,03/06/15
2010,3223,Guinea,03/06/15
7,19,Nigeria,03/06/15
3546,8623,Sierra Leone,04/06/15
,3151,Liberia,04/06/15
0,1,Spain,04/06/15
0,1,Senegal,04/06/15
7,19,Nigeria,04/06/15
2012,3227,Guinea,04/06/15
,1,Italy,04/06/15
,1,United Kingdom,04/06/15
1,4,United States of America,04/06/15
,7,Mali,04/06/15
0,1,Spain,05/06/15
7,19,Nigeria,05/06/15
1,4,United States of America,05/06/15
3546,8624,Sierra Leone,05/06/15
,1,United Kingdom,05/06/15
,1,Italy,05/06/15
2012,3228,Guinea,05/06/15
0,1,Senegal,05/06/15
,3151,Liberia,05/06/15
,7,Mali,05/06/15
0,1,Spain,08/06/15
,7,Mali,08/06/15
0,1,Senegal,08/06/15
,1,Italy,08/06/15
3547,8630,Sierra Leone,08/06/15
,1,United Kingdom,08/06/15
2016,3237,Guinea,08/06/15
,3151,Liberia,08/06/15
7,19,Nigeria,08/06/15
1,4,United States of America,08/06/15
,3151,Liberia,09/06/15
0,1,Spain,09/06/15
2018,3239,Guinea,09/06/15
,1,United Kingdom,09/06/15
0,1,Senegal,09/06/15
7,19,Nigeria,09/06/15
3549,8635,Sierra Leone,09/06/15
,7,Mali,09/06/15
,1,Italy,09/06/15
1,4,United States of America,09/06/15
,3151,Liberia,10/06/15
,1,Italy,10/06/15
,7,Mali,10/06/15
0,1,Senegal,10/06/15
2018,3239,Guinea,10/06/15
,1,United Kingdom,10/06/15
3549,8635,Sierra Leone,10/06/15
0,1,Spain,10/06/15
1,4,United States of America,10/06/15
7,19,Nigeria,10/06/15
2021,3243,Guinea,11/06/15
,3151,Liberia,11/06/15
1,4,United States of America,11/06/15
,7,Mali,11/06/15
,1,United Kingdom,11/06/15
7,19,Nigeria,11/06/15
3551,8638,Sierra Leone,11/06/15
0,1,Senegal,11/06/15
0,1,Spain,11/06/15
,1,Italy,11/06/15
0,1,Senegal,12/06/15
0,1,Spain,12/06/15
,1,United Kingdom,12/06/15
1,4,United States of America,12/06/15
,7,Mali,12/06/15
,1,Italy,12/06/15
,3151,Liberia,12/06/15
2021,3243,Guinea,12/06/15
7,19,Nigeria,12/06/15
3551,8647,Sierra Leone,12/06/15
,7,Mali,15/06/15
2024,3249,Guinea,15/06/15
,1,United Kingdom,15/06/15
,1,Italy,15/06/15
7,19,Nigeria,15/06/15
,3151,Liberia,15/06/15
3553,8649,Sierra Leone,15/06/15
0,1,Spain,15/06/15
1,4,United States of America,15/06/15
0,1,Senegal,15/06/15
1,4,United States of America,16/06/15
,1,United Kingdom,16/06/15
3553,8649,Sierra Leone,16/06/15
7,19,Nigeria,16/06/15
0,1,Spain,16/06/15
0,1,Senegal,16/06/15
2025,3249,Guinea,16/06/15
,7,Mali,16/06/15
,3151,Liberia,16/06/15
,1,Italy,16/06/15
0,1,Spain,17/06/15
0,1,Senegal,17/06/15
,7,Mali,17/06/15
7,19,Nigeria,17/06/15
,1,United Kingdom,17/06/15
2025,3245,Guinea,17/06/15
3553,8649,Sierra Leone,17/06/15
,3151,Liberia,17/06/15
1,4,United States of America,17/06/15
,1,Italy,17/06/15
1,4,United States of America,18/06/15
,1,Italy,18/06/15
3556,8651,Sierra Leone,18/06/15
2026,3246,Guinea,18/06/15
0,1,Spain,18/06/15
,3151,Liberia,18/06/15
7,19,Nigeria,18/06/15
,7,Mali,18/06/15
0,1,Senegal,18/06/15
,1,United Kingdom,18/06/15
,1,United Kingdom,19/06/15
2027,3247,Guinea,19/06/15
0,1,Senegal,19/06/15
1,4,United States of America,19/06/15
3560,8654,Sierra Leone,19/06/15
,3151,Liberia,19/06/15
,7,Mali,19/06/15
7,19,Nigeria,19/06/15
0,1,Spain,19/06/15
,1,Italy,19/06/15
,1,United Kingdom,22/06/15
7,19,Nigeria,22/06/15
2028,3254,Guinea,22/06/15
,1,Italy,22/06/15
1,4,United States of America,22/06/15
3562,8657,Sierra Leone,22/06/15
0,1,Senegal,22/06/15
,3151,Liberia,22/06/15
0,1,Spain,22/06/15
,7,Mali,22/06/15
7,19,Nigeria,23/06/15
2030,3257,Guinea,23/06/15
0,1,Spain,23/06/15
1,4,United States of America,23/06/15
,3151,Liberia,23/06/15
3562,8657,Sierra Leone,23/06/15
,1,Italy,23/06/15
,7,Mali,23/06/15
0,1,Senegal,23/06/15
,1,United Kingdom,23/06/15
,3151,Liberia,24/06/15
,1,United Kingdom,24/06/15
3562,8657,Sierra Leone,24/06/15
0,1,Senegal,24/06/15
0,1,Spain,24/06/15
1,4,United States of America,24/06/15
7,19,Nigeria,24/06/15
,7,Mali,24/06/15
,1,Italy,24/06/15
2030,3257,Guinea,24/06/15
2037,3264,Guinea,25/06/15
7,19,Nigeria,25/06/15
1,4,United States of America,25/06/15
,1,United Kingdom,25/06/15
,3151,Liberia,25/06/15
0,1,Senegal,25/06/15
,7,Mali,25/06/15
,1,Italy,25/06/15
3565,8660,Sierra Leone,25/06/15
0,1,Spain,25/06/15
0,1,Spain,26/06/15
0,1,Senegal,26/06/15
,3151,Liberia,26/06/15
7,19,Nigeria,26/06/15
,1,Italy,26/06/15
3565,8662,Sierra Leone,26/06/15
1,4,United States of America,26/06/15
,7,Mali,26/06/15
2037,3266,Guinea,26/06/15
,1,United Kingdom,26/06/15
7,19,Nigeria,29/06/15
0,1,Senegal,29/06/15
,7,Mali,29/06/15
2039,3268,Guinea,29/06/15
3566,8664,Sierra Leone,29/06/15
1,4,United States of America,29/06/15
,1,Italy,29/06/15
0,1,Spain,29/06/15
,3151,Liberia,29/06/15
,1,United Kingdom,29/06/15
7,19,Nigeria,30/06/15
0,1,Senegal,30/06/15
,1,Italy,30/06/15
3566,8665,Sierra Leone,30/06/15
,3151,Liberia,30/06/15
,7,Mali,30/06/15
2039,3269,Guinea,30/06/15
1,4,United States of America,30/06/15
0,1,Spain,30/06/15
,1,United Kingdom,30/06/15
,7,Mali,01/07/15
7,19,Nigeria,01/07/15
,3151,Liberia,01/07/15
3566,8665,Sierra Leone,01/07/15
,1,United Kingdom,01/07/15
0,1,Senegal,01/07/15
1,4,United States of America,01/07/15
,1,Italy,01/07/15
2039,3269,Guinea,01/07/15
0,1,Spain,01/07/15
,1,Italy,02/07/15
0,1,Spain,02/07/15
1,4,United States of America,02/07/15
2040,3277,Guinea,02/07/15
,3151,Liberia,02/07/15
3567,8668,Sierra Leone,02/07/15
,1,United Kingdom,02/07/15
0,1,Senegal,02/07/15
7,19,Nigeria,02/07/15
,7,Mali,02/07/15
0,1,Spain,03/07/15
,3151,Liberia,03/07/15
1,3,Liberia 2,03/07/15
7,19,Nigeria,03/07/15
,7,Mali,03/07/15
,1,Italy,03/07/15
1,4,United States of America,03/07/15
3569,8671,Sierra Leone,03/07/15
2042,3279,Guinea,03/07/15
,1,United Kingdom,03/07/15
0,1,Senegal,03/07/15
3574,8673,Sierra Leone,06/07/15
1,4,United States of America,06/07/15
,3151,Liberia,06/07/15
1,3,Liberia 2,06/07/15
0,1,Senegal,06/07/15
2048,3287,Guinea,06/07/15
7,19,Nigeria,06/07/15
,7,Mali,06/07/15
0,1,Spain,06/07/15
,1,United Kingdom,06/07/15
,1,Italy,06/07/15
,3151,Liberia,07/07/15
,7,Mali,07/07/15
7,19,Nigeria,07/07/15
3574,8674,Sierra Leone,07/07/15
1,4,United States of America,07/07/15
0,1,Spain,07/07/15
,1,Italy,07/07/15
,1,United Kingdom,07/07/15
0,1,Senegal,07/07/15
1,3,Liberia 2,07/07/15
2049,3287,Guinea,07/07/15
,1,United Kingdom,08/07/15
1,4,United States of America,08/07/15
,1,Italy,08/07/15
7,19,Nigeria,08/07/15
1,3,Liberia 2,08/07/15
0,1,Spain,08/07/15
,7,Mali,08/07/15
0,1,Senegal,08/07/15
,3151,Liberia,08/07/15
3574,8674,Sierra Leone,08/07/15
2049,3287,Guinea,08/07/15
1,5,Liberia 2,09/07/15
7,19,Nigeria,09/07/15
0,1,Spain,09/07/15
2055,3290,Guinea,09/07/15
3575,8675,Sierra Leone,09/07/15
,7,Mali,09/07/15
0,1,Senegal,09/07/15
1,4,United States of America,09/07/15
,1,Italy,09/07/15
,1,United Kingdom,09/07/15
,3151,Liberia,09/07/15
2055,3293,Guinea,10/07/15
0,1,Spain,10/07/15
,7,Mali,10/07/15
0,1,Senegal,10/07/15
3575,8676,Sierra Leone,10/07/15
1,4,United States of America,10/07/15
1,5,Liberia 2,10/07/15
,1,Italy,10/07/15
7,19,Nigeria,10/07/15
,1,United Kingdom,10/07/15
,3151,Liberia,10/07/15
,1,Italy,13/07/15
3580,8687,Sierra Leone,13/07/15
1,4,United States of America,13/07/15
7,19,Nigeria,13/07/15
0,1,Senegal,13/07/15
,1,United Kingdom,13/07/15
1,5,Liberia 2,13/07/15
2056,3299,Guinea,13/07/15
0,1,Spain,13/07/15
,7,Mali,13/07/15
,3151,Liberia,13/07/15
0,1,Senegal,14/07/15
7,19,Nigeria,14/07/15
2,6,Liberia 2,14/07/15
0,1,Spain,14/07/15
1,4,United States of America,14/07/15
3581,8688,Sierra Leone,14/07/15
,1,United Kingdom,14/07/15
,1,Italy,14/07/15
2056,3300,Guinea,14/07/15
,3151,Liberia,14/07/15
,7,Mali,14/07/15
2,6,Liberia 2,15/07/15
0,1,Senegal,15/07/15
,1,United Kingdom,15/07/15
3581,8688,Sierra Leone,15/07/15
,1,Italy,15/07/15
7,19,Nigeria,15/07/15
,7,Mali,15/07/15
0,1,Spain,15/07/15
1,4,United States of America,15/07/15
2056,3300,Guinea,15/07/15
,3151,Liberia,15/07/15
,1,United Kingdom,16/07/15
,7,Mali,16/07/15
2056,3304,Guinea,16/07/15
0,1,Spain,16/07/15
,3151,Liberia,16/07/15
1,4,United States of America,16/07/15
3581,8688,Sierra Leone,16/07/15
2,6,Liberia 2,16/07/15
7,19,Nigeria,16/07/15
,1,Italy,16/07/15
0,1,Senegal,16/07/15
1,4,United States of America,17/07/15
2059,3310,Guinea,17/07/15
,3151,Liberia,17/07/15
3581,8688,Sierra Leone,17/07/15
0,1,Senegal,17/07/15
7,19,Nigeria,17/07/15
0,1,Spain,17/07/15
,7,Mali,17/07/15
,1,Italy,17/07/15
,1,United Kingdom,17/07/15
2,6,Liberia 2,17/07/15
,1,Italy,20/07/15
3583,8692,Sierra Leone,20/07/15
1,4,United States of America,20/07/15
2061,3322,Guinea,20/07/15
,7,Mali,20/07/15
0,1,Spain,20/07/15
7,19,Nigeria,20/07/15
,3151,Liberia,20/07/15
2,6,Liberia 2,20/07/15
,1,United Kingdom,20/07/15
0,1,Senegal,20/07/15
3583,8692,Sierra Leone,21/07/15
2062,3322,Guinea,21/07/15
,1,Italy,21/07/15
7,19,Nigeria,21/07/15
1,4,United States of America,21/07/15
,7,Mali,21/07/15
,1,United Kingdom,21/07/15
,3151,Liberia,21/07/15
0,1,Senegal,21/07/15
0,1,Spain,21/07/15
2,6,Liberia 2,21/07/15
,3151,Liberia,22/07/15
,1,United Kingdom,22/07/15
1,4,United States of America,22/07/15
0,1,Spain,22/07/15
2,6,Liberia 2,22/07/15
,7,Mali,22/07/15
7,19,Nigeria,22/07/15
3583,8692,Sierra Leone,22/07/15
2062,3322,Guinea,22/07/15
,1,Italy,22/07/15
0,1,Senegal,22/07/15
2066,3325,Guinea,23/07/15
,3151,Liberia,23/07/15
0,1,Senegal,23/07/15
2,6,Liberia 2,23/07/15
,7,Mali,23/07/15
3583,8693,Sierra Leone,23/07/15
,1,Italy,23/07/15
0,1,Spain,23/07/15
7,19,Nigeria,23/07/15
1,4,United States of America,23/07/15
,1,United Kingdom,23/07/15
,1,Italy,24/07/15
0,1,Spain,24/07/15
,1,United Kingdom,24/07/15
2066,3325,Guinea,24/07/15
0,1,Senegal,24/07/15
2,6,Liberia 2,24/07/15
,7,Mali,24/07/15
,3151,Liberia,24/07/15
3583,8693,Sierra Leone,24/07/15
7,19,Nigeria,24/07/15
1,4,United States of America,24/07/15
7,19,Nigeria,27/07/15
,1,Italy,27/07/15
,3151,Liberia,27/07/15
2,6,Liberia 2,27/07/15
,1,United Kingdom,27/07/15
0,1,Senegal,27/07/15
0,1,Spain,27/07/15
1,4,United States of America,27/07/15
,7,Mali,27/07/15
3585,8694,Sierra Leone,27/07/15
2068,3325,Guinea,27/07/15
,1,United Kingdom,28/07/15
1,4,United States of America,28/07/15
,1,Italy,28/07/15
,3151,Liberia,28/07/15
0,1,Spain,28/07/15
7,19,Nigeria,28/07/15
,7,Mali,28/07/15
3585,8694,Sierra Leone,28/07/15
2069,3326,Guinea,28/07/15
2,6,Liberia 2,28/07/15
0,1,Senegal,28/07/15
7,19,Nigeria,29/07/15
2,6,Liberia 2,29/07/15
,1,United Kingdom,29/07/15
,1,Italy,29/07/15
0,1,Spain,29/07/15
1,4,United States of America,29/07/15
2069,3326,Guinea,29/07/15
0,1,Senegal,29/07/15
3585,8694,Sierra Leone,29/07/15
,3151,Liberia,29/07/15
,7,Mali,29/07/15
,7,Mali,30/07/15
7,19,Nigeria,30/07/15
0,1,Senegal,30/07/15
2069,3326,Guinea,30/07/15
3585,8694,Sierra Leone,30/07/15
,3151,Liberia,30/07/15
,1,Italy,30/07/15
0,1,Spain,30/07/15
2,6,Liberia 2,30/07/15
1,4,United States of America,30/07/15
,1,United Kingdom,30/07/15
3585,8694,Sierra Leone,31/07/15
,1,Italy,31/07/15
2,6,Liberia 2,31/07/15
7,19,Nigeria,31/07/15
0,1,Spain,31/07/15
2069,3326,Guinea,31/07/15
,7,Mali,31/07/15
0,1,Senegal,31/07/15
1,4,United States of America,31/07/15
,3151,Liberia,31/07/15
,1,United Kingdom,31/07/15
3585,8695,Sierra Leone,03/08/15
,7,Mali,03/08/15
2070,3327,Guinea,03/08/15
,3151,Liberia,03/08/15
7,19,Nigeria,03/08/15
2,6,Liberia 2,03/08/15
0,1,Senegal,03/08/15
,1,United Kingdom,03/08/15
,1,Italy,03/08/15
1,4,United States of America,03/08/15
0,1,Spain,03/08/15
1,4,United States of America,04/08/15
,1,Italy,04/08/15
3585,8695,Sierra Leone,04/08/15
,7,Mali,04/08/15
2070,3327,Guinea,04/08/15
2,6,Liberia 2,04/08/15
7,19,Nigeria,04/08/15
,1,United Kingdom,04/08/15
0,1,Senegal,04/08/15
,3151,Liberia,04/08/15
0,1,Spain,04/08/15
2,6,Liberia 2,05/08/15
1,4,United States of America,05/08/15
3585,8695,Sierra Leone,05/08/15
,3151,Liberia,05/08/15
2070,3327,Guinea,05/08/15
,1,Italy,05/08/15
0,1,Spain,05/08/15
7,19,Nigeria,05/08/15
,1,United Kingdom,05/08/15
,7,Mali,05/08/15
0,1,Senegal,05/08/15
7,19,Nigeria,06/08/15
2072,3329,Guinea,06/08/15
,1,Italy,06/08/15
,3151,Liberia,06/08/15
3585,8696,Sierra Leone,06/08/15
0,1,Senegal,06/08/15
,1,United Kingdom,06/08/15
1,4,United States of America,06/08/15
2,6,Liberia 2,06/08/15
0,1,Spain,06/08/15
,7,Mali,06/08/15
1,4,United States of America,07/08/15
7,19,Nigeria,07/08/15
0,1,Senegal,07/08/15
2,6,Liberia 2,07/08/15
,7,Mali,07/08/15
0,1,Spain,07/08/15
,1,Italy,07/08/15
2072,3329,Guinea,07/08/15
,3151,Liberia,07/08/15
3585,8696,Sierra Leone,07/08/15
,1,United Kingdom,07/08/15
,7,Mali,10/08/15
,1,Italy,10/08/15
,1,United Kingdom,10/08/15
2072,3329,Guinea,10/08/15
0,1,Senegal,10/08/15
,3151,Liberia,10/08/15
2,6,Liberia 2,10/08/15
3585,8697,Sierra Leone,10/08/15
1,4,United States of America,10/08/15
0,1,Spain,10/08/15
7,19,Nigeria,10/08/15
1,4,United States of America,11/08/15
,7,Mali,11/08/15
2,6,Liberia 2,11/08/15
,1,Italy,11/08/15
0,1,Spain,11/08/15
7,19,Nigeria,11/08/15
0,1,Senegal,11/08/15
,1,United Kingdom,11/08/15
,3151,Liberia,11/08/15
2072,3329,Guinea,11/08/15
3585,8697,Sierra Leone,11/08/15
,1,United Kingdom,12/08/15
3585,8697,Sierra Leone,12/08/15
2072,3329,Guinea,12/08/15
2,6,Liberia 2,12/08/15
,7,Mali,12/08/15
,1,Italy,12/08/15
7,19,Nigeria,12/08/15
,3151,Liberia,12/08/15
0,1,Spain,12/08/15
1,4,United States of America,12/08/15
0,1,Senegal,12/08/15
0,1,Spain,13/08/15
2,6,Liberia 2,13/08/15
3585,8697,Sierra Leone,13/08/15
,3151,Liberia,13/08/15
,1,United Kingdom,13/08/15
2072,3330,Guinea,13/08/15
1,4,United States of America,13/08/15
,1,Italy,13/08/15
7,19,Nigeria,13/08/15
,7,Mali,13/08/15
0,1,Senegal,13/08/15
1,4,United States of America,14/08/15
,1,Italy,14/08/15
3586,8697,Sierra Leone,14/08/15
7,19,Nigeria,14/08/15
2,6,Liberia 2,14/08/15
,1,United Kingdom,14/08/15
,7,Mali,14/08/15
2072,3330,Guinea,14/08/15
0,1,Spain,14/08/15
0,1,Senegal,14/08/15
,3151,Liberia,14/08/15
1,4,United States of America,17/08/15
0,1,Spain,17/08/15
,3151,Liberia,17/08/15
,1,United Kingdom,17/08/15
,1,Italy,17/08/15
2,6,Liberia 2,17/08/15
0,1,Senegal,17/08/15
7,19,Nigeria,17/08/15
2072,3332,Guinea,17/08/15
3586,8697,Sierra Leone,17/08/15
,7,Mali,17/08/15
,3151,Liberia,18/08/15
2072,3332,Guinea,18/08/15
7,19,Nigeria,18/08/15
,7,Mali,18/08/15
,1,Italy,18/08/15
1,4,United States of America,18/08/15
3586,8697,Sierra Leone,18/08/15
0,1,Senegal,18/08/15
0,1,Spain,18/08/15
2,6,Liberia 2,18/08/15
,1,United Kingdom,18/08/15
0,1,Senegal,19/08/15
1,4,United States of America,19/08/15
0,1,Spain,19/08/15
,1,United Kingdom,19/08/15
7,19,Nigeria,19/08/15
,7,Mali,19/08/15
2072,3332,Guinea,19/08/15
,3151,Liberia,19/08/15
2,6,Liberia 2,19/08/15
,1,Italy,19/08/15
3586,8697,Sierra Leone,19/08/15
7,19,Nigeria,20/08/15
2074,3334,Guinea,20/08/15
,3151,Liberia,20/08/15
2,6,Liberia 2,20/08/15
0,1,Senegal,20/08/15
1,4,United States of America,20/08/15
,1,United Kingdom,20/08/15
,1,Italy,20/08/15
0,1,Spain,20/08/15
3586,8697,Sierra Leone,20/08/15
,7,Mali,20/08/15
3586,8697,Sierra Leone,21/08/15
,1,Italy,21/08/15
,1,United Kingdom,21/08/15
1,4,United States of America,21/08/15
2,6,Liberia 2,21/08/15
2074,3334,Guinea,21/08/15
0,1,Spain,21/08/15
,3151,Liberia,21/08/15
7,19,Nigeria,21/08/15
0,1,Senegal,21/08/15
,7,Mali,21/08/15
,7,Mali,24/08/15
1,4,United States of America,24/08/15
2,6,Liberia 2,24/08/15
,3151,Liberia,24/08/15
0,1,Senegal,24/08/15
3586,8697,Sierra Leone,24/08/15
2075,3334,Guinea,24/08/15
,1,United Kingdom,24/08/15
,1,Italy,24/08/15
0,1,Spain,24/08/15
7,19,Nigeria,24/08/15
2,6,Liberia 2,25/08/15
,1,United Kingdom,25/08/15
,7,Mali,25/08/15
2075,3335,Guinea,25/08/15
0,1,Senegal,25/08/15
,1,Italy,25/08/15
7,19,Nigeria,25/08/15
,3151,Liberia,25/08/15
3586,8697,Sierra Leone,25/08/15
1,4,United States of America,25/08/15
0,1,Spain,25/08/15
7,19,Nigeria,26/08/15
0,1,Spain,26/08/15
,7,Mali,26/08/15
,1,United Kingdom,26/08/15
,1,Italy,26/08/15
2075,3335,Guinea,26/08/15
3586,8697,Sierra Leone,26/08/15
0,1,Senegal,26/08/15
,3151,Liberia,26/08/15
2,6,Liberia 2,26/08/15
1,4,United States of America,26/08/15
1,4,United States of America,27/08/15
0,1,Senegal,27/08/15
0,1,Spain,27/08/15
7,19,Nigeria,27/08/15
,7,Mali,27/08/15
,1,Italy,27/08/15
2076,3336,Guinea,27/08/15
3586,8697,Sierra Leone,27/08/15
,3151,Liberia,27/08/15
2,6,Liberia 2,27/08/15
,1,United Kingdom,27/08/15
7,19,Nigeria,28/08/15
,7,Mali,28/08/15
,1,Italy,28/08/15
1,4,United States of America,28/08/15
0,1,Spain,28/08/15
2076,3336,Guinea,28/08/15
2,6,Liberia 2,28/08/15
0,1,Senegal,28/08/15
,1,United Kingdom,28/08/15
3586,8697,Sierra Leone,28/08/15
,3151,Liberia,28/08/15
,1,Italy,31/08/15
3587,8698,Sierra Leone,31/08/15
2076,3337,Guinea,31/08/15
2,6,Liberia 2,31/08/15
0,1,Senegal,31/08/15
7,19,Nigeria,31/08/15
,7,Mali,31/08/15
0,1,Spain,31/08/15
